customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
08-6320889,Terri,Toffano,9 Pankratz Center,337-535-9643,870-180-7761,territoffano@yahoo.com,4/19/1999,no_checking,19,outstanding_credit,retraining,8121,100_to_500,4_to_7,4,male,none,3,unknown,43,stores,own,1,unskilled,1,none,yes,Risk
08-7615225,Fidela,Heliar,5917 Pearson Alley,662-105-9514,454-931-7718,fidelaheliar@google.com,9/14/1996,less_0,4,credits_paid_to_date,car_new,2890,less_100,1_to_4,2,female,none,2,real_estate,46,none,own,2,management_self-employed,1,none,yes,No Risk
08-8801677,Garrek,Buddle,4 Ridgeview Alley,781-456-6279,415-650-5238,garrekbuddle@hotmail.com,6/4/1989,less_0,12,prior_payments_delayed,car_new,4304,500_to_1000,greater_7,2,female,none,3,unknown,51,stores,rent,1,skilled,2,none,yes,No Risk
08-8890384,Sondra,Sapsford,643 Forster Place,908-258-5892,801-152-7264,sondrasapsford@hotmail.com,3/21/1984,less_0,8,prior_payments_delayed,car_new,368,less_100,less_1,2,female,none,2,real_estate,55,none,rent,1,skilled,1,none,yes,No Risk
08-8951345,Corrinne,Morrison,420 Hermina Drive,705-930-1768,843-161-9267,corrinnemorrison@outlook.com,4/16/1997,greater_200,19,credits_paid_to_date,retraining,5242,100_to_500,1_to_4,2,male,none,1,savings_insurance,46,none,own,1,skilled,1,none,yes,No Risk
08-9890519,Hedwiga,Berthot,71505 Merry Way,390-974-8055,719-692-2816,hedwigaberthot@google.com,3/9/2013,less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,30,stores,rent,1,unskilled,1,none,yes,No Risk
09-0457930,Berna,Jaquiss,37 North Crossing,747-723-2948,511-674-6531,bernajaquiss@google.com,3/10/2008,no_checking,44,outstanding_credit,education,9119,greater_1000,greater_7,5,male,co-applicant,4,unknown,34,none,own,2,management_self-employed,2,yes,yes,Risk
09-2871307,Fawn,Rousel,4 Forest Plaza,136-613-0595,824-767-7723,fawnrousel@google.com,1/18/2011,no_checking,20,outstanding_credit,furniture,3893,500_to_1000,4_to_7,4,male,none,3,unknown,23,none,own,2,skilled,1,yes,yes,Risk
09-3775283,Ryann,McCurdy,19 Aberg Circle,826-763-5007,654-813-3784,ryannmccurdy@hotmail.com,5/16/2000,0_to_200,9,all_credits_paid_back,car_new,1455,less_100,less_1,2,female,none,3,car_other,33,bank,own,1,unskilled,1,yes,yes,No Risk
09-3827518,Hannis,Pimm,4491 Pennsylvania Way,564-250-5099,299-145-1991,hannispimm@outlook.com,8/14/2014,no_checking,13,credits_paid_to_date,car_used,1506,less_100,4_to_7,4,male,none,4,savings_insurance,30,none,own,2,management_self-employed,1,none,yes,No Risk
09-6272748,Quinn,Paramore,39984 Badeau Place,431-141-4565,918-957-0338,quinnparamore@outlook.com,8/13/2002,no_checking,31,prior_payments_delayed,car_used,4422,unknown,greater_7,5,male,none,4,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk
09-7058544,Delores,Palek,631 Rutledge Street,541-553-2138,336-967-5751,delorespalek@yahoo.com,6/21/2008,0_to_200,12,credits_paid_to_date,vacation,3349,500_to_1000,less_1,1,male,none,3,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk
09-7433475,Kathrine,Brobyn,79048 Bartillon Parkway,102-725-4167,693-665-9453,kathrinebrobyn@google.com,9/7/2010,0_to_200,24,outstanding_credit,education,690,unknown,4_to_7,3,male,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
09-7795805,Bennie,Burtenshaw,97 Summerview Trail,881-294-1214,497-715-4587,bennieburtenshaw@hotmail.com,2/15/1997,less_0,27,credits_paid_to_date,car_new,1675,less_100,4_to_7,3,male,none,2,savings_insurance,46,none,own,1,skilled,1,yes,yes,No Risk
09-8543025,Reta,Steele,40775 John Wall Center,246-830-4275,318-519-7302,retasteele@outlook.com,8/1/2015,0_to_200,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
09-9281055,Danice,Rotter,0 Scott Terrace,981-190-5616,196-165-0391,danicerotter@yahoo.com,9/15/1997,no_checking,27,outstanding_credit,furniture,4041,500_to_1000,4_to_7,3,male,none,2,savings_insurance,46,stores,free,2,unskilled,2,yes,yes,No Risk
09-9679657,Gavan,Cormack,5403 Prentice Junction,518-125-7607,778-282-0464,gavancormack@hotmail.com,2/23/1996,no_checking,22,prior_payments_delayed,car_used,2916,500_to_1000,1_to_4,3,male,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk
10-0130419,Sigfried,Barehead,16 Blue Bill Park Way,857-849-2281,308-300-3179,sigfriedbarehead@hotmail.com,2/15/2011,no_checking,26,all_credits_paid_back,appliances,5232,less_100,1_to_4,3,male,none,3,real_estate,25,stores,own,1,unskilled,1,none,yes,No Risk
10-0484313,Xymenes,Niessen,4 Bunker Hill Park,266-525-0320,219-559-4242,xymenesniessen@google.com,8/20/2015,0_to_200,26,credits_paid_to_date,radio_tv,3261,less_100,less_1,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
10-2356531,Reeva,Diggell,0 Elka Street,654-783-2841,120-157-0002,reevadiggell@google.com,7/3/2015,0_to_200,17,credits_paid_to_date,car_used,3002,less_100,less_1,3,female,none,2,car_other,18,bank,own,2,unskilled,1,yes,yes,No Risk
10-3123978,Della,Bance,9663 Northland Court,770-946-4034,645-534-1612,dellabance@yahoo.com,4/2/2002,no_checking,41,outstanding_credit,radio_tv,6124,greater_1000,greater_7,5,male,co-applicant,5,unknown,33,none,free,2,skilled,2,yes,yes,Risk
10-4371145,Carlita,Ackeroyd,5185 Calypso Park,272-599-6142,865-181-8391,carlitaackeroyd@google.com,8/9/1987,0_to_200,18,prior_payments_delayed,repairs,250,100_to_500,1_to_4,2,male,co-applicant,3,real_estate,53,none,own,1,skilled,1,none,yes,No Risk
10-4600487,Walliw,Fairburne,3543 Longview Lane,141-943-7111,654-726-9281,walliwfairburne@yahoo.com,10/15/1987,greater_200,32,outstanding_credit,furniture,1528,greater_1000,1_to_4,4,male,none,4,car_other,50,none,own,1,skilled,1,none,yes,No Risk
10-5167723,Viviene,Kinnin,1259 Monterey Circle,171-190-2552,375-555-4530,vivienekinnin@yahoo.com,1/20/2013,no_checking,32,all_credits_paid_back,furniture,4005,greater_1000,4_to_7,3,male,none,2,car_other,27,stores,own,2,unskilled,1,none,yes,No Risk
10-5265366,Allie,Marzella,90667 Sachtjen Center,722-678-6882,262-696-9790,alliemarzella@google.com,8/15/2010,less_0,27,credits_paid_to_date,car_new,1815,less_100,4_to_7,2,male,none,3,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,No Risk
10-5637103,Demetra,Snuggs,29 Bellgrove Crossing,503-110-5766,134-765-9685,demetrasnuggs@google.com,11/5/1985,less_0,24,credits_paid_to_date,car_used,1380,less_100,4_to_7,2,male,none,1,savings_insurance,57,stores,own,1,skilled,1,none,no,No Risk
10-5642136,Car,Scarsbrooke,055 Bartillon Way,900-329-2825,606-691-5794,carscarsbrooke@yahoo.com,8/18/2006,no_checking,17,credits_paid_to_date,repairs,1574,100_to_500,less_1,2,male,none,3,real_estate,30,none,own,1,management_self-employed,2,none,yes,No Risk
10-5927947,Chane,Matovic,06 Bartillon Terrace,706-115-1648,620-401-2633,chanematovic@yahoo.com,11/21/1984,0_to_200,37,prior_payments_delayed,appliances,4771,500_to_1000,greater_7,3,male,none,4,car_other,61,none,own,2,skilled,1,yes,yes,Risk
10-6609932,Belinda,Balchin,038 Longview Avenue,932-669-4489,545-308-2960,belindabalchin@google.com,3/1/2015,0_to_200,10,prior_payments_delayed,furniture,250,less_100,4_to_7,1,male,co-applicant,2,car_other,27,stores,own,1,unskilled,1,yes,yes,Risk
10-6873932,Tom,Callum,926 Brickson Park Junction,304-129-4171,724-246-6191,tomcallum@hotmail.com,9/7/2005,no_checking,24,prior_payments_delayed,radio_tv,7762,greater_1000,less_1,4,male,none,3,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
10-6925561,Ammamaria,Courage,72577 Milwaukee Pass,919-912-3258,703-857-0911,ammamariacourage@yahoo.com,7/20/2007,no_checking,39,prior_payments_delayed,appliances,9683,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,33,stores,own,2,unskilled,2,yes,yes,No Risk
10-8397092,Lyndsie,Ardron,83365 Schmedeman Road,414-233-8170,589-246-7022,lyndsieardron@outlook.com,7/27/1998,less_0,25,credits_paid_to_date,retraining,4448,500_to_1000,4_to_7,4,male,none,3,car_other,45,none,own,2,skilled,1,none,no,No Risk
11-0177547,Del,Caig,4 Amoth Hill,106-821-6458,506-750-0246,delcaig@google.com,3/22/1992,no_checking,30,prior_payments_delayed,business,5193,100_to_500,4_to_7,4,male,none,5,car_other,42,none,own,3,skilled,2,yes,yes,Risk
11-0835366,Micky,Boscher,4 Maywood Center,287-374-4223,559-284-4368,mickyboscher@yahoo.com,2/9/1997,less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,real_estate,37,bank,rent,1,unskilled,1,none,yes,No Risk
11-1243573,Melissa,Frain,917 Del Sol Parkway,370-207-5810,453-681-7165,melissafrain@outlook.com,12/13/2008,less_0,9,prior_payments_delayed,furniture,3047,less_100,1_to_4,3,male,none,3,savings_insurance,30,bank,own,1,unskilled,1,yes,yes,No Risk
11-1383828,Kerry,Kuschek,894 Maple Avenue,420-915-9772,714-636-2630,kerrykuschek@yahoo.com,2/19/1996,no_checking,30,outstanding_credit,appliances,8256,unknown,greater_7,4,female,co-applicant,3,unknown,37,none,free,3,skilled,2,yes,yes,Risk
11-2415547,Delaney,Spirritt,3878 Bashford Alley,330-418-3245,365-435-0191,delaneyspirritt@outlook.com,2/16/2014,no_checking,23,prior_payments_delayed,car_used,7744,100_to_500,greater_7,3,male,co-applicant,4,car_other,21,none,free,2,management_self-employed,1,none,yes,Risk
11-4626253,Boy,Ordish,2 Dottie Court,742-800-0772,658-540-4767,boyordish@yahoo.com,1/6/2008,0_to_200,7,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
11-5114230,Barnabas,Winfindine,2 Little Fleur Hill,432-633-1267,149-408-1316,barnabaswinfindine@yahoo.com,11/14/1987,no_checking,19,credits_paid_to_date,radio_tv,4459,100_to_500,4_to_7,4,female,none,3,real_estate,53,none,own,1,skilled,1,none,yes,No Risk
11-5692736,Findley,Rannells,78303 Kipling Junction,810-893-7002,364-292-2242,findleyrannells@google.com,5/16/1997,0_to_200,14,credits_paid_to_date,car_new,1711,less_100,less_1,3,female,none,2,real_estate,44,none,rent,1,skilled,1,none,yes,No Risk
11-5746053,Leontine,Peiser,14 Gerald Crossing,282-287-0093,580-428-2749,leontinepeiser@google.com,6/19/1988,0_to_200,5,prior_payments_delayed,furniture,250,less_100,1_to_4,1,male,none,1,real_estate,47,none,rent,1,skilled,1,yes,yes,No Risk
11-6260958,Jennica,Goodday,75 Fuller Park,621-122-3203,890-170-5683,jennicagoodday@google.com,3/22/1981,less_0,16,prior_payments_delayed,car_new,3681,less_100,4_to_7,3,male,none,3,savings_insurance,63,none,own,1,skilled,2,none,yes,Risk
11-7685661,Francoise,Bruins,72 Sutherland Crossing,686-360-1395,660-731-9507,francoisebruins@yahoo.com,11/22/2004,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,2,savings_insurance,36,none,rent,1,skilled,1,none,yes,No Risk
11-8114130,Elwin,Ballin,24668 Jackson Crossing,796-158-8670,651-539-4574,elwinballin@outlook.com,5/17/1992,less_0,23,credits_paid_to_date,repairs,2951,500_to_1000,4_to_7,2,male,none,3,savings_insurance,41,stores,rent,2,unskilled,1,none,yes,No Risk
12-0248466,Denyse,Serrell,663 Farmco Crossing,174-257-8508,520-943-1852,denyseserrell@google.com,11/23/1983,0_to_200,34,outstanding_credit,appliances,4174,500_to_1000,1_to_4,4,female,none,2,car_other,54,none,own,2,skilled,1,none,yes,No Risk
12-0520653,Cordie,Shorrock,48 Scott Plaza,165-950-2905,488-705-5784,cordieshorrock@google.com,7/16/1996,no_checking,15,credits_paid_to_date,radio_tv,5356,less_100,4_to_7,4,male,none,3,savings_insurance,46,none,own,2,management_self-employed,2,none,yes,No Risk
12-2325805,Kennan,Litherborough,3 Acker Center,485-513-5228,165-638-6482,kennanlitherborough@yahoo.com,12/5/2014,no_checking,36,credits_paid_to_date,business,3631,100_to_500,1_to_4,4,female,none,3,savings_insurance,20,none,own,2,skilled,1,none,yes,No Risk
12-3269818,Melisenda,Cousen,58344 Algoma Hill,174-769-5118,848-712-3433,melisendacousen@google.com,11/25/1997,no_checking,34,outstanding_credit,repairs,6863,unknown,greater_7,5,male,co-applicant,4,unknown,46,none,own,2,skilled,2,yes,yes,Risk
12-5066536,Cassy,McGrirl,29 Cascade Terrace,629-146-7408,405-528-1497,cassymcgrirl@google.com,1/11/2001,no_checking,8,prior_payments_delayed,car_new,899,100_to_500,4_to_7,2,male,none,3,savings_insurance,42,bank,own,1,unskilled,1,yes,yes,No Risk
12-5539005,Veronica,Berwick,083 3rd Place,834-227-8031,504-938-2808,veronicaberwick@yahoo.com,6/11/1995,less_0,6,all_credits_paid_back,education,250,100_to_500,4_to_7,2,female,none,2,real_estate,40,stores,rent,1,skilled,1,none,yes,No Risk
12-5818578,Corinne,Fulloway,94 Nobel Road,702-543-4543,398-254-0957,corinnefulloway@hotmail.com,12/6/1983,less_0,17,credits_paid_to_date,repairs,1096,100_to_500,1_to_4,3,female,none,1,savings_insurance,62,stores,rent,1,unskilled,1,none,yes,No Risk
12-6575066,Karil,Halloway,8 Namekagon Circle,686-740-2251,775-703-3891,karilhalloway@outlook.com,6/15/1984,greater_200,14,prior_payments_delayed,furniture,3608,100_to_500,greater_7,3,male,none,3,car_other,50,stores,own,2,skilled,2,yes,yes,Risk
12-7231562,Kristien,Marrows,6524 Ridgeview Court,966-539-3537,492-341-2133,kristienmarrows@yahoo.com,2/8/1987,less_0,11,no_credits,car_used,1645,less_100,less_1,2,female,none,1,savings_insurance,48,none,rent,1,skilled,1,none,yes,No Risk
12-7478359,Renault,Waddilow,578 Mallory Way,471-345-4380,737-912-6084,renaultwaddilow@outlook.com,12/3/1993,no_checking,27,outstanding_credit,appliances,8569,500_to_1000,4_to_7,4,male,none,4,unknown,51,none,free,2,skilled,1,yes,yes,Risk
12-8790314,Noam,Wharf,3500 Sage Terrace,181-160-1022,758-932-0976,noamwharf@google.com,1/14/2015,no_checking,33,outstanding_credit,radio_tv,7233,500_to_1000,greater_7,5,male,co-applicant,5,unknown,22,none,free,2,management_self-employed,2,yes,yes,Risk
12-9530991,Audrey,Jedrzejewicz,3 Gulseth Court,874-179-2731,850-664-8183,audreyjedrzejewicz@google.com,12/3/1994,no_checking,25,prior_payments_delayed,car_used,6775,greater_1000,4_to_7,3,male,none,4,car_other,51,none,own,2,skilled,1,none,yes,Risk
12-9890748,Sergent,Mutton,04771 Vera Hill,801-815-0969,980-221-9078,sergentmutton@outlook.com,8/19/2001,greater_200,18,outstanding_credit,furniture,4686,100_to_500,4_to_7,3,male,guarantor,4,savings_insurance,33,none,free,1,skilled,1,yes,yes,Risk
13-0678266,Sher,Feldbrin,5409 Southridge Point,868-232-1061,686-963-4315,sherfeldbrin@yahoo.com,11/17/1988,no_checking,33,prior_payments_delayed,appliances,6516,500_to_1000,4_to_7,4,male,none,4,car_other,49,none,own,2,skilled,1,yes,yes,No Risk
13-1012043,Harrietta,Jacobowitz,3637 Utah Drive,857-498-5121,314-259-7027,harriettajacobowitz@google.com,1/10/2001,no_checking,33,all_credits_paid_back,radio_tv,4420,100_to_500,less_1,4,male,none,3,real_estate,42,stores,own,1,unskilled,1,yes,yes,No Risk
13-1897923,Adriano,Holcroft,4495 Nobel Road,203-468-6759,732-909-9402,adrianoholcroft@hotmail.com,2/1/1997,greater_200,28,prior_payments_delayed,radio_tv,4153,100_to_500,1_to_4,4,male,none,3,car_other,36,none,free,2,skilled,1,none,yes,Risk
13-2549608,Shannen,Pummell,74532 Carioca Lane,728-398-2871,287-344-2055,shannenpummell@google.com,12/16/2001,less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
13-4108318,Dew,Warmisham,025 Spaight Road,578-466-2452,875-996-7327,dewwarmisham@google.com,3/10/2007,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,33,stores,rent,1,unskilled,1,none,yes,No Risk
13-5045823,Broderic,Coverley,8 Kedzie Trail,205-576-2964,548-834-5137,brodericcoverley@google.com,2/20/1987,less_0,9,credits_paid_to_date,furniture,1630,less_100,less_1,2,female,none,1,savings_insurance,50,stores,own,1,skilled,1,yes,yes,No Risk
13-6649892,Krista,Snalom,934 Vernon Lane,677-549-5463,704-202-6491,kristasnalom@outlook.com,9/23/1995,no_checking,28,prior_payments_delayed,appliances,6893,100_to_500,4_to_7,4,female,none,4,unknown,38,stores,own,2,unskilled,1,yes,yes,Risk
13-7038878,Annissa,Kretchmer,29 Norway Maple Pass,551-363-5227,518-869-1118,annissakretchmer@yahoo.com,6/19/2001,no_checking,15,credits_paid_to_date,car_new,1299,100_to_500,less_1,3,female,none,3,real_estate,33,none,free,2,skilled,1,yes,yes,No Risk
13-8819573,Marge,Davidge,86348 Continental Trail,639-105-0121,691-285-8346,margedavidge@yahoo.com,8/14/1989,no_checking,25,all_credits_paid_back,retraining,8381,500_to_1000,1_to_4,4,female,none,4,savings_insurance,49,none,own,2,management_self-employed,1,none,yes,No Risk
14-0019632,Ikey,Fayre,978 Walton Lane,253-962-3020,804-325-5952,ikeyfayre@google.com,3/28/1996,no_checking,13,credits_paid_to_date,vacation,7200,100_to_500,1_to_4,3,male,none,4,car_other,49,none,own,2,management_self-employed,2,yes,yes,Risk
14-0743732,Stace,Radish,803 Blue Bill Park Junction,753-171-3677,611-621-9525,staceradish@google.com,8/5/1987,no_checking,33,outstanding_credit,furniture,7086,500_to_1000,greater_7,5,male,co-applicant,3,unknown,46,none,free,2,skilled,1,yes,yes,Risk
14-1936460,Niki,Clines,84 Dunning Drive,974-888-3035,287-217-6494,nikiclines@hotmail.com,1/19/2000,greater_200,25,credits_paid_to_date,car_used,9295,100_to_500,1_to_4,3,male,co-applicant,3,unknown,39,none,free,2,skilled,1,none,yes,No Risk
14-3068132,Fey,Waryk,12935 Schmedeman Hill,552-866-0727,953-671-9098,feywaryk@outlook.com,12/23/1993,no_checking,39,prior_payments_delayed,other,7929,greater_1000,greater_7,5,male,co-applicant,4,car_other,45,none,free,2,management_self-employed,1,none,yes,Risk
14-3519328,Vikky,MacRinn,7891 Karstens Junction,861-918-8590,832-537-4745,vikkymacrinn@yahoo.com,4/9/1989,0_to_200,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,2,real_estate,50,none,rent,1,skilled,1,none,yes,No Risk
14-3648918,Silva,Fumagalli,0822 Westend Drive,613-505-7707,596-218-4356,silvafumagalli@yahoo.com,9/11/2001,no_checking,27,prior_payments_delayed,appliances,6479,500_to_1000,1_to_4,3,female,none,2,car_other,38,none,own,1,skilled,1,yes,yes,No Risk
14-3652229,Burton,Cleever,0 Roxbury Pass,885-283-3803,593-841-4212,burtoncleever@google.com,3/7/1991,no_checking,8,credits_paid_to_date,car_new,5992,100_to_500,4_to_7,4,male,none,3,unknown,46,none,free,2,management_self-employed,1,none,yes,No Risk
14-4495532,Pascal,Duxbarry,124 Fulton Way,748-538-2614,379-115-5940,pascalduxbarry@google.com,8/19/1980,less_0,11,all_credits_paid_back,vacation,598,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,53,stores,rent,1,skilled,1,none,yes,No Risk
14-6302314,Towny,Mundie,78881 Porter Place,577-308-6358,749-224-3077,townymundie@yahoo.com,9/2/1998,no_checking,24,prior_payments_delayed,car_used,6415,100_to_500,1_to_4,3,female,none,4,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,No Risk
14-6351187,Kincaid,Lloyd-Williams,18642 Sunfield Avenue,949-506-7670,262-421-5188,kincaidlloyd-williams@yahoo.com,8/23/1987,less_0,14,prior_payments_delayed,car_new,4002,500_to_1000,greater_7,3,female,co-applicant,3,car_other,55,stores,own,1,unskilled,1,yes,yes,Risk
14-7401058,Arni,Pencott,61053 Sachs Parkway,872-756-6490,915-782-2503,arnipencott@hotmail.com,12/23/1994,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,savings_insurance,43,none,rent,1,skilled,1,none,yes,No Risk
14-7773983,Lorene,Leyton,730 Miller Hill,557-367-9704,921-255-4316,loreneleyton@yahoo.com,10/22/2004,no_checking,37,prior_payments_delayed,appliances,3626,500_to_1000,1_to_4,2,female,none,4,savings_insurance,36,none,free,2,skilled,2,yes,yes,Risk
14-7902060,Doralia,Saffrin,79694 Luster Parkway,227-755-2342,307-148-1894,doraliasaffrin@outlook.com,7/17/2003,less_0,10,all_credits_paid_back,car_new,1000,less_100,less_1,1,female,none,2,real_estate,37,stores,own,1,skilled,1,none,yes,No Risk
14-8559475,Mac,Dulin,73371 Miller Trail,249-189-0131,418-114-0386,macdulin@yahoo.com,1/6/1992,less_0,12,all_credits_paid_back,car_new,844,less_100,less_1,2,male,none,2,real_estate,45,none,own,1,skilled,1,none,yes,No Risk
